OTP-2	2025-10-08T10:05:34+00:00 (25281.42053141)	505	27409	10 hours ago
OTP-2	2025-10-08T06:55:57+00:00 (25281.28885245)	505	27410	13 hours ago
OTP-2	2025-10-08T03:46:20+00:00 (25281.15717347)	505	27410	16 hours ago
OTP-2	2025-10-07T23:01:54+00:00 (25280.95965462)	505	27410	21 hours ago
OTP-2	2025-10-07T11:58:14+00:00 (25280.49877692)	505	27410	1 day ago
OTP-2	2025-10-07T05:39:00+00:00 (25280.23541706)	505	27410	1 day ago
OTP-2	2025-10-06T23:19:46+00:00 (25279.97205687)	505	27410	1 day ago
OTP-2	2025-10-06T10:41:17+00:00 (25279.44533522)	505	27410	2 days ago
OTP-2	2025-10-06T04:22:03+00:00 (25279.18197366)	505	27411	2 days ago
OTP-2	2025-10-05T10:59:08+00:00 (25278.45772753)	505	27411	3 days ago
OTP-2	2025-10-05T04:39:53+00:00 (25278.19436438)	505	27411	3 days ago
OTP-2	2025-10-04T16:01:24+00:00 (25277.66763654)	505	27411	4 days ago
OTP-2	2025-10-03T05:15:32+00:00 (25276.21912589)	505	27411	5 days ago
OTP-2	2025-10-02T16:37:03+00:00 (25275.69239142)	505	27411	6 days ago
OTP-2	2025-10-01T23:14:06+00:00 (25274.9681266)	505	27411	6 days ago
OTP-2	2025-10-01T16:54:51+00:00 (25274.70475633)	505	27411	1 week ago
OTP-2	2025-10-01T12:10:24+00:00 (25274.5072269)	505	27411	1 week ago
OTP-2	2025-10-01T05:51:09+00:00 (25274.24385243)	505	27411	1 week ago
OTP-2	2025-10-01T04:16:20+00:00 (25274.17800841)	505	27411	1 week ago
OTP-2	2025-09-30T15:37:48+00:00 (25273.6512515)	505	27411	1 week ago
OTP-2	2025-09-30T04:34:05+00:00 (25273.19033082)	505	27411	1 week ago
OTP-2	2025-09-29T15:55:31+00:00 (25272.66355466)	505	27411	1 week ago
OTP-2	2025-09-29T04:51:46+00:00 (25272.20261762)	505	27411	1 week ago
OTP-2	2025-09-28T22:32:29+00:00 (25271.93922211)	505	27411	1 week ago
OTP-2	2025-09-28T05:09:25+00:00 (25271.21487612)	505	27411	1 week ago
OTP-2	2025-09-27T16:30:49+00:00 (25270.68807204)	505	27411	1 week ago
OTP-2	2025-09-27T14:56:00+00:00 (25270.6222211)	505	27411	1 week ago
OTP-2	2025-09-27T05:27:03+00:00 (25270.22711348)	505	27411	1 week ago
OTP-2	2025-09-26T16:48:26+00:00 (25269.7002985)	506	27411	1 week ago
OTP-2	2025-09-26T05:44:38+00:00 (25269.23933048)	506	27410	1 week ago
OTP-2	2025-09-25T17:06:00+00:00 (25268.71250451)	506	27410	1 week ago
OTP-2	2025-09-25T06:02:12+00:00 (25268.2515268)	506	27410	1 week ago
OTP-2	2025-09-23T14:31:24+00:00 (25266.60513961)	506	27409	2 weeks ago
OTP-2	2025-09-23T05:02:24+00:00 (25266.20999751)	506	27409	2 weeks ago
OTP-2	2025-09-22T16:23:43+00:00 (25265.68313586)	506	27409	2 weeks ago
OTP-2	2025-09-22T10:04:22+00:00 (25265.41970273)	506	27409	2 weeks ago
OTP-2	2025-09-21T10:21:49+00:00 (25264.43181603)	506	27408	2 weeks ago
OTP-2	2025-09-21T05:37:18+00:00 (25264.23423649)	506	27408	2 weeks ago
OTP-2	2025-09-20T23:17:57+00:00 (25263.97079642)	507	27408	2 weeks ago
OTP-2	2025-09-19T15:41:09+00:00 (25262.6535807)	507	27407	2 weeks ago
OTP-2	2025-09-19T12:31:29+00:00 (25262.52185788)	507	27407	2 weeks ago
OTP-2	2025-09-18T15:58:33+00:00 (25261.66565438)	507	27406	2 weeks ago
OTP-2	2025-09-17T22:35:17+00:00 (25260.94116815)	507	27405	2 weeks ago
OTP-2	2025-09-16T22:52:38+00:00 (25259.95322274)	507	27405	3 weeks ago
OTP-2	2025-09-16T10:13:54+00:00 (25259.42631421)	508	27404	3 weeks ago
OTP-2	2025-09-16T03:54:31+00:00 (25259.16285844)	508	27404	3 weeks ago
OTP-2	2025-09-15T15:15:46+00:00 (25258.63594446)	508	27403	3 weeks ago
OTP-2	2025-09-14T23:27:18+00:00 (25257.97729664)	508	27403	3 weeks ago
OTP-2	2025-09-14T13:58:14+00:00 (25257.58210482)	508	27402	3 weeks ago
OTP-2	2025-09-13T15:50:23+00:00 (25256.65998423)	508	27401	3 weeks ago
OTP-2	2025-09-11T22:44:20+00:00 (25254.9474529)	509	27400	3 weeks ago
OTP-2	2025-09-11T03:46:09+00:00 (25254.15704515)	509	27399	3 weeks ago
OTP-2	2025-09-10T04:03:24+00:00 (25253.1690272)	509	27398	4 weeks ago
OTP-2	2025-09-09T15:24:36+00:00 (25252.64208021)	510	27397	4 weeks ago
OTP-2	2025-09-09T05:55:29+00:00 (25252.24686811)	510	27396	4 weeks ago
OTP-2	2025-09-08T15:41:50+00:00 (25251.65404636)	510	27396	1 month ago
OTP-2	2025-09-08T06:12:43+00:00 (25251.25882967)	510	27395	1 month ago
OTP-2	2025-09-07T03:20:13+00:00 (25250.13903877)	510	27394	1 month ago
OTP-2	2025-09-06T22:35:39+00:00 (25249.94142672)	510	27393	1 month ago
OTP-2	2025-09-06T05:12:15+00:00 (25249.2168446)	511	27393	1 month ago
OTP-2	2025-09-05T22:52:50+00:00 (25248.95335805)	511	27392	1 month ago
OTP-2	2025-09-05T14:58:33+00:00 (25248.623998)	511	27392	1 month ago
OTP-2	2025-09-05T05:29:25+00:00 (25248.22876403)	511	27391	1 month ago
OTP-2	2025-09-04T16:50:34+00:00 (25247.70178154)	511	27391	1 month ago
OTP-2	2025-09-04T04:11:42+00:00 (25247.17479472)	512	27390	1 month ago
OTP-2	2025-09-03T15:32:50+00:00 (25246.64780363)	512	27389	1 month ago
OTP-2	2025-09-02T15:49:56+00:00 (25245.65968)	512	27388	1 month ago
OTP-2	2025-09-02T14:15:05+00:00 (25245.59380412)	512	27388	1 month ago
OTP-2	2025-09-01T22:26:28+00:00 (25244.93504127)	512	27387	1 month ago
OTP-2	2025-09-01T14:32:09+00:00 (25244.60565598)	513	27386	1 month ago
OTP-2	2025-09-01T06:37:50+00:00 (25244.27626949)	513	27386	1 month ago
OTP-2	2025-08-31T16:24:03+00:00 (25243.68336864)	513	27385	1 month ago
OTP-2	2025-08-31T14:49:11+00:00 (25243.61749053)	513	27385	1 month ago
OTP-2	2025-08-31T05:20:00+00:00 (25243.22221993)	513	27385	1 month ago
OTP-2	2025-08-30T23:00:32+00:00 (25242.95870461)	513	27384	1 month ago
OTP-2	2025-08-29T15:23:12+00:00 (25241.64110981)	514	27383	1 month ago
OTP-2	2025-08-29T05:53:59+00:00 (25241.24582565)	514	27382	1 month ago
OTP-2	2025-08-28T15:40:10+00:00 (25240.65289478)	514	27381	1 month ago
OTP-2	2025-08-28T14:05:18+00:00 (25240.58701317)	514	27381	1 month ago
OTP-2	2025-08-27T15:57:07+00:00 (25239.66466435)	514	27380	1 month ago
OTP-2	2025-08-26T22:33:32+00:00 (25238.93995355)	515	27379	1 month ago
OTP-2	2025-08-26T16:14:03+00:00 (25238.67642053)	515	27379	1 month ago
OTP-2	2025-08-26T14:39:10+00:00 (25238.61053706)	515	27379	1 month ago
